feature,importance,signed_coefficient,importance_type,model
text__sense,0.0,,tree impurity importance,XGBoost
text__scammers,0.0,,tree impurity importance,XGBoost
text__scam,0.0,,tree impurity importance,XGBoost
text__scale,0.0,,tree impurity importance,XGBoost
text__roles,0.0,,tree impurity importance,XGBoost
text__robocall,0.0,,tree impurity importance,XGBoost
text__robot,0.0,,tree impurity importance,XGBoost
text__robotics,0.0,,tree impurity importance,XGBoost
text__robots,0.0,,tree impurity importance,XGBoost
text__rock,0.0,,tree impurity importance,XGBoost
text__rogue,0.0,,tree impurity importance,XGBoost
text__rolling,0.0,,tree impurity importance,XGBoost
text__road,0.0,,tree impurity importance,XGBoost
text__rollout,0.0,,tree impurity importance,XGBoost
text__romantic,0.0,,tree impurity importance,XGBoost
text__room,0.0,,tree impurity importance,XGBoost
text__rose,0.0,,tree impurity importance,XGBoost
text__row,0.0,,tree impurity importance,XGBoost
text__royal,0.0,,tree impurity importance,XGBoost
text__robert,0.0,,tree impurity importance,XGBoost
text__rivals,0.0,,tree impurity importance,XGBoost
text__rule,0.0,,tree impurity importance,XGBoost
text__richard,0.0,,tree impurity importance,XGBoost
text__review ai,0.0,,tree impurity importance,XGBoost
text__reviews,0.0,,tree impurity importance,XGBoost
text__revolution,0.0,,tree impurity importance,XGBoost
text__revolutionise,0.0,,tree impurity importance,XGBoost
text__rewards,0.0,,tree impurity importance,XGBoost
text__rich,0.0,,tree impurity importance,XGBoost
text__richest,0.0,,tree impurity importance,XGBoost
text__rival,0.0,,tree impurity importance,XGBoost
text__right,0.0,,tree impurity importance,XGBoost
text__rise ai,0.0,,tree impurity importance,XGBoost
text__rishi,0.0,,tree impurity importance,XGBoost
text__rishi sunak,0.0,,tree impurity importance,XGBoost
text__rising,0.0,,tree impurity importance,XGBoost
text__risk ai,0.0,,tree impurity importance,XGBoost
text__ruin,0.0,,tree impurity importance,XGBoost
text__rules,0.0,,tree impurity importance,XGBoost
text__says writer,0.0,,tree impurity importance,XGBoost
text__says author,0.0,,tree impurity importance,XGBoost
text__saw,0.0,,tree impurity importance,XGBoost
text__say ai,0.0,,tree impurity importance,XGBoost
text__say experts,0.0,,tree impurity importance,XGBoost
text__saying,0.0,,tree impurity importance,XGBoost
text__says ai,0.0,,tree impurity importance,XGBoost
text__says artificial,0.0,,tree impurity importance,XGBoost
text__says company,0.0,,tree impurity importance,XGBoost
text__save,0.0,,tree impurity importance,XGBoost
text__says government,0.0,,tree impurity importance,XGBoost
text__says guardian,0.0,,tree impurity importance,XGBoost
text__ll,0.0,,tree impurity importance,XGBoost
text__says tech,0.0,,tree impurity importance,XGBoost
text__says technology,0.0,,tree impurity importance,XGBoost
text__says uk,0.0,,tree impurity importance,XGBoost
text__saving,0.0,,tree impurity importance,XGBoost
text__sarah,0.0,,tree impurity importance,XGBoost
text__ruling,0.0,,tree impurity importance,XGBoost
text__sacking,0.0,,tree impurity importance,XGBoost
text__run,0.0,,tree impurity importance,XGBoost
text__running,0.0,,tree impurity importance,XGBoost
text__rush,0.0,,tree impurity importance,XGBoost
text__russell,0.0,,tree impurity importance,XGBoost
text__russia,0.0,,tree impurity importance,XGBoost
text__russian,0.0,,tree impurity importance,XGBoost
text__safe,0.0,,tree impurity importance,XGBoost
text__samsung,0.0,,tree impurity importance,XGBoost
text__safeguards,0.0,,tree impurity importance,XGBoost
text__safety summit,0.0,,tree impurity importance,XGBoost
text__sale,0.0,,tree impurity importance,XGBoost
text__sales,0.0,,tree impurity importance,XGBoost
text__sam,0.0,,tree impurity importance,XGBoost
text__sam altman,0.0,,tree impurity importance,XGBoost
text__shares,0.0,,tree impurity importance,XGBoost
text__shift,0.0,,tree impurity importance,XGBoost
text__taking,0.0,,tree impurity importance,XGBoost
text__shocked,0.0,,tree impurity importance,XGBoost
text__stokel walker,0.0,,tree impurity importance,XGBoost
text__stories,0.0,,tree impurity importance,XGBoost
text__story,0.0,,tree impurity importance,XGBoost
text__strategic,0.0,,tree impurity importance,XGBoost
text__strategy,0.0,,tree impurity importance,XGBoost
text__streaming,0.0,,tree impurity importance,XGBoost
text__street expectations,0.0,,tree impurity importance,XGBoost
text__strike,0.0,,tree impurity importance,XGBoost
text__strikes,0.0,,tree impurity importance,XGBoost
text__striking,0.0,,tree impurity importance,XGBoost
text__strong,0.0,,tree impurity importance,XGBoost
text__stronger,0.0,,tree impurity importance,XGBoost
text__structure,0.0,,tree impurity importance,XGBoost
text__struggling,0.0,,tree impurity importance,XGBoost
text__student,0.0,,tree impurity importance,XGBoost
text__stokel,0.0,,tree impurity importance,XGBoost
text__stocks,0.0,,tree impurity importance,XGBoost
text__stock markets,0.0,,tree impurity importance,XGBoost
text__statement,0.0,,tree impurity importance,XGBoost
text__standards,0.0,,tree impurity importance,XGBoost
text__star,0.0,,tree impurity importance,XGBoost
text__stars,0.0,,tree impurity importance,XGBoost
text__start,0.0,,tree impurity importance,XGBoost
text__startups,0.0,,tree impurity importance,XGBoost
text__state,0.0,,tree impurity importance,XGBoost
text__states,0.0,,tree impurity importance,XGBoost
text__stock market,0.0,,tree impurity importance,XGBoost
text__stay,0.0,,tree impurity importance,XGBoost
text__stealing,0.0,,tree impurity importance,XGBoost
text__step,0.0,,tree impurity importance,XGBoost
text__stephen,0.0,,tree impurity importance,XGBoost
text__steve,0.0,,tree impurity importance,XGBoost
text__steven,0.0,,tree impurity importance,XGBoost
text__study,0.0,,tree impurity importance,XGBoost
text__stuff,0.0,,tree impurity importance,XGBoost
text__style,0.0,,tree impurity importance,XGBoost
text__survey finds,0.0,,tree impurity importance,XGBoost
text__sure,0.0,,tree impurity importance,XGBoost
text__surge,0.0,,tree impurity importance,XGBoost
text__surgery,0.0,,tree impurity importance,XGBoost
text__surprise,0.0,,tree impurity importance,XGBoost
text__surveillance,0.0,,tree impurity importance,XGBoost
text__survey,0.0,,tree impurity importance,XGBoost
text__swift,0.0,,tree impurity importance,XGBoost
text__supply,0.0,,tree impurity importance,XGBoost
text__sydney,0.0,,tree impurity importance,XGBoost
text__synthetic,0.0,,tree impurity importance,XGBoost
text__tackle,0.0,,tree impurity importance,XGBoost
text__taiwan,0.0,,tree impurity importance,XGBoost
text__taken,0.0,,tree impurity importance,XGBoost
text__takes,0.0,,tree impurity importance,XGBoost
text__support,0.0,,tree impurity importance,XGBoost
text__superintelligent,0.0,,tree impurity importance,XGBoost
text__success,0.0,,tree impurity importance,XGBoost
text__suicide,0.0,,tree impurity importance,XGBoost
text__sue,0.0,,tree impurity importance,XGBoost
text__sues,0.0,,tree impurity importance,XGBoost
text__sues openai,0.0,,tree impurity importance,XGBoost
text__suffer,0.0,,tree impurity importance,XGBoost
text__suggest,0.0,,tree impurity importance,XGBoost
text__suggests,0.0,,tree impurity importance,XGBoost
text__summaries,0.0,,tree impurity importance,XGBoost
text__superintelligence,0.0,,tree impurity importance,XGBoost
text__summer,0.0,,tree impurity importance,XGBoost
text__summit bletchley,0.0,,tree impurity importance,XGBoost
text__sunak,0.0,,tree impurity importance,XGBoost
text__sunak ai,0.0,,tree impurity importance,XGBoost
text__super,0.0,,tree impurity importance,XGBoost
text__supercomputer,0.0,,tree impurity importance,XGBoost
text__standard,0.0,,tree impurity importance,XGBoost
text__stake,0.0,,tree impurity importance,XGBoost
text__stage,0.0,,tree impurity importance,XGBoost
text__slop,0.0,,tree impurity importance,XGBoost
text__siri,0.0,,tree impurity importance,XGBoost
text__site,0.0,,tree impurity importance,XGBoost
text__sites,0.0,,tree impurity importance,XGBoost
text__skills,0.0,,tree impurity importance,XGBoost
text__skin,0.0,,tree impurity importance,XGBoost
text__sky,0.0,,tree impurity importance,XGBoost
text__slow,0.0,,tree impurity importance,XGBoost
text__singer,0.0,,tree impurity importance,XGBoost
text__small,0.0,,tree impurity importance,XGBoost
text__smart,0.0,,tree impurity importance,XGBoost
text__smarter,0.0,,tree impurity importance,XGBoost
text__smartphones,0.0,,tree impurity importance,XGBoost
text__smith,0.0,,tree impurity importance,XGBoost
text__soar,0.0,,tree impurity importance,XGBoost
text__sinister,0.0,,tree impurity importance,XGBoost
text__simple,0.0,,tree impurity importance,XGBoost
text__society,0.0,,tree impurity importance,XGBoost
text__sign,0.0,,tree impurity importance,XGBoost
text__shooting,0.0,,tree impurity importance,XGBoost
text__short,0.0,,tree impurity importance,XGBoost
text__shouldn,0.0,,tree impurity importance,XGBoost
text__showing,0.0,,tree impurity importance,XGBoost
text__shown,0.0,,tree impurity importance,XGBoost
text__shows,0.0,,tree impurity importance,XGBoost
text__signal,0.0,,tree impurity importance,XGBoost
text__simon,0.0,,tree impurity importance,XGBoost
text__signed,0.0,,tree impurity importance,XGBoost
text__signs,0.0,,tree impurity importance,XGBoost
text__silicon,0.0,,tree impurity importance,XGBoost
text__silicon valley,0.0,,tree impurity importance,XGBoost
text__silly,0.0,,tree impurity importance,XGBoost
text__similar,0.0,,tree impurity importance,XGBoost
text__soaring,0.0,,tree impurity importance,XGBoost
text__softbank,0.0,,tree impurity importance,XGBoost
text__staff,0.0,,tree impurity importance,XGBoost
text__spend,0.0,,tree impurity importance,XGBoost
text__speaking,0.0,,tree impurity importance,XGBoost
text__speaks,0.0,,tree impurity importance,XGBoost
text__special,0.0,,tree impurity importance,XGBoost
text__specialist,0.0,,tree impurity importance,XGBoost
text__speech,0.0,,tree impurity importance,XGBoost
text__speed,0.0,,tree impurity importance,XGBoost
text__spending,0.0,,tree impurity importance,XGBoost
text__sparks,0.0,,tree impurity importance,XGBoost
text__spent,0.0,,tree impurity importance,XGBoost
text__spot,0.0,,tree impurity importance,XGBoost
text__spotify,0.0,,tree impurity importance,XGBoost
text__spread,0.0,,tree impurity importance,XGBoost
text__spy,0.0,,tree impurity importance,XGBoost
text__square,0.0,,tree impurity importance,XGBoost
text__speak,0.0,,tree impurity importance,XGBoost
text__space,0.0,,tree impurity importance,XGBoost
text__software,0.0,,tree impurity importance,XGBoost
text__song,0.0,,tree impurity importance,XGBoost
text__sold,0.0,,tree impurity importance,XGBoost
text__solution,0.0,,tree impurity importance,XGBoost
text__solutions,0.0,,tree impurity importance,XGBoost
text__solve,0.0,,tree impurity importance,XGBoost
text__solved,0.0,,tree impurity importance,XGBoost
text__son,0.0,,tree impurity importance,XGBoost
text__songs,0.0,,tree impurity importance,XGBoost
text__south,0.0,,tree impurity importance,XGBoost
text__soon,0.0,,tree impurity importance,XGBoost
text__sophisticated,0.0,,tree impurity importance,XGBoost
text__sora,0.0,,tree impurity importance,XGBoost
text__sorry,0.0,,tree impurity importance,XGBoost
text__sounds,0.0,,tree impurity importance,XGBoost
text__source,0.0,,tree impurity importance,XGBoost
text__llms,0.0,,tree impurity importance,XGBoost
text__largest,0.0,,tree impurity importance,XGBoost
text__living,0.0,,tree impurity importance,XGBoost
text__changed,0.0,,tree impurity importance,XGBoost
text__changing,0.0,,tree impurity importance,XGBoost
text__channel,0.0,,tree impurity importance,XGBoost
text__chaos,0.0,,tree impurity importance,XGBoost
text__characters,0.0,,tree impurity importance,XGBoost
text__charge,0.0,,tree impurity importance,XGBoost
text__charged,0.0,,tree impurity importance,XGBoost
text__charity,0.0,,tree impurity importance,XGBoost
text__charts,0.0,,tree impurity importance,XGBoost
text__chat,0.0,,tree impurity importance,XGBoost
text__chatgpt developer,0.0,,tree impurity importance,XGBoost
text__chatgpt maker,0.0,,tree impurity importance,XGBoost
text__cheap,0.0,,tree impurity importance,XGBoost
text__cheaper,0.0,,tree impurity importance,XGBoost
text__cheating,0.0,,tree impurity importance,XGBoost
text__check,0.0,,tree impurity importance,XGBoost
text__changes,0.0,,tree impurity importance,XGBoost
text__change,0.0,,tree impurity importance,XGBoost
text__chief,0.0,,tree impurity importance,XGBoost
text__chancellor,0.0,,tree impurity importance,XGBoost
text__center,0.0,,tree impurity importance,XGBoost
text__centers,0.0,,tree impurity importance,XGBoost
text__central,0.0,,tree impurity importance,XGBoost
text__centre,0.0,,tree impurity importance,XGBoost
text__centres,0.0,,tree impurity importance,XGBoost
text__century,0.0,,tree impurity importance,XGBoost
text__ceo sam,0.0,,tree impurity importance,XGBoost
text__ceo says,0.0,,tree impurity importance,XGBoost
text__certain,0.0,,tree impurity importance,XGBoost
text__chain,0.0,,tree impurity importance,XGBoost
text__chair,0.0,,tree impurity importance,XGBoost
text__challenge,0.0,,tree impurity importance,XGBoost
text__challenges,0.0,,tree impurity importance,XGBoost
text__challenging,0.0,,tree impurity importance,XGBoost
text__chance,0.0,,tree impurity importance,XGBoost
text__checks,0.0,,tree impurity importance,XGBoost
text__chief executive,0.0,,tree impurity importance,XGBoost
text__cma,0.0,,tree impurity importance,XGBoost
text__civil,0.0,,tree impurity importance,XGBoost
text__claimed,0.0,,tree impurity importance,XGBoost
text__claiming,0.0,,tree impurity importance,XGBoost
text__claims,0.0,,tree impurity importance,XGBoost
text__class,0.0,,tree impurity importance,XGBoost
text__classic,0.0,,tree impurity importance,XGBoost
text__claude,0.0,,tree impurity importance,XGBoost
text__clean,0.0,,tree impurity importance,XGBoost
text__clear,0.0,,tree impurity importance,XGBoost
text__clegg,0.0,,tree impurity importance,XGBoost
text__climate crisis,0.0,,tree impurity importance,XGBoost
text__clinic,0.0,,tree impurity importance,XGBoost
text__cloning,0.0,,tree impurity importance,XGBoost
text__close,0.0,,tree impurity importance,XGBoost
text__closed,0.0,,tree impurity importance,XGBoost
text__closer,0.0,,tree impurity importance,XGBoost
text__claim,0.0,,tree impurity importance,XGBoost
text__city,0.0,,tree impurity importance,XGBoost
text__child,0.0,,tree impurity importance,XGBoost
text__citizens,0.0,,tree impurity importance,XGBoost
text__child sexual,0.0,,tree impurity importance,XGBoost
text__childhood,0.0,,tree impurity importance,XGBoost
text__children,0.0,,tree impurity importance,XGBoost
text__chilling,0.0,,tree impurity importance,XGBoost
text__chinese ai,0.0,,tree impurity importance,XGBoost
text__chipmaker,0.0,,tree impurity importance,XGBoost
text__chipmaker nvidia,0.0,,tree impurity importance,XGBoost
text__chips,0.0,,tree impurity importance,XGBoost
text__choices,0.0,,tree impurity importance,XGBoost
text__chris,0.0,,tree impurity importance,XGBoost
text__chris stokel,0.0,,tree impurity importance,XGBoost
text__christmas,0.0,,tree impurity importance,XGBoost
text__christopher,0.0,,tree impurity importance,XGBoost
text__cinema,0.0,,tree impurity importance,XGBoost
text__citations,0.0,,tree impurity importance,XGBoost
text__celebrities,0.0,,tree impurity importance,XGBoost
text__caused,0.0,,tree impurity importance,XGBoost
text__cause,0.0,,tree impurity importance,XGBoost
text__board,0.0,,tree impurity importance,XGBoost
text__book,0.0,,tree impurity importance,XGBoost
text__books train,0.0,,tree impurity importance,XGBoost
text__boost,0.0,,tree impurity importance,XGBoost
text__bosses,0.0,,tree impurity importance,XGBoost
text__bots,0.0,,tree impurity importance,XGBoost
text__box,0.0,,tree impurity importance,XGBoost
text__boys,0.0,,tree impurity importance,XGBoost
text__brain,0.0,,tree impurity importance,XGBoost
text__brand,0.0,,tree impurity importance,XGBoost
text__brands,0.0,,tree impurity importance,XGBoost
text__breach,0.0,,tree impurity importance,XGBoost
text__break,0.0,,tree impurity importance,XGBoost
text__breakthrough,0.0,,tree impurity importance,XGBoost
text__breakthroughs,0.0,,tree impurity importance,XGBoost
text__brexit,0.0,,tree impurity importance,XGBoost
text__body,0.0,,tree impurity importance,XGBoost
text__blue,0.0,,tree impurity importance,XGBoost
text__caught,0.0,,tree impurity importance,XGBoost
text__blow,0.0,,tree impurity importance,XGBoost
text__birds,0.0,,tree impurity importance,XGBoost
text__bit,0.0,,tree impurity importance,XGBoost
text__black,0.0,,tree impurity importance,XGBoost
text__black box,0.0,,tree impurity importance,XGBoost
text__black mirror,0.0,,tree impurity importance,XGBoost
text__blair,0.0,,tree impurity importance,XGBoost
text__blame,0.0,,tree impurity importance,XGBoost
text__bletchley,0.0,,tree impurity importance,XGBoost
text__bletchley park,0.0,,tree impurity importance,XGBoost
text__blind,0.0,,tree impurity importance,XGBoost
text__block,0.0,,tree impurity importance,XGBoost
text__blocks,0.0,,tree impurity importance,XGBoost
text__blog,0.0,,tree impurity importance,XGBoost
text__blog closed,0.0,,tree impurity importance,XGBoost
text__blood,0.0,,tree impurity importance,XGBoost
text__briefing,0.0,,tree impurity importance,XGBoost
text__bring,0.0,,tree impurity importance,XGBoost
text__brings,0.0,,tree impurity importance,XGBoost
text__britain,0.0,,tree impurity importance,XGBoost
text__campaign,0.0,,tree impurity importance,XGBoost
text__campaigners,0.0,,tree impurity importance,XGBoost
text__capabilities,0.0,,tree impurity importance,XGBoost
text__capable,0.0,,tree impurity importance,XGBoost
text__capacity,0.0,,tree impurity importance,XGBoost
text__capital,0.0,,tree impurity importance,XGBoost
text__car,0.0,,tree impurity importance,XGBoost
text__care,0.0,,tree impurity importance,XGBoost
text__career,0.0,,tree impurity importance,XGBoost
text__carry,0.0,,tree impurity importance,XGBoost
text__case,0.0,,tree impurity importance,XGBoost
text__cases,0.0,,tree impurity importance,XGBoost
text__cat,0.0,,tree impurity importance,XGBoost
text__catastrophe,0.0,,tree impurity importance,XGBoost
text__catch,0.0,,tree impurity importance,XGBoost
text__cameras,0.0,,tree impurity importance,XGBoost
text__came,0.0,,tree impurity importance,XGBoost
text__cambridge,0.0,,tree impurity importance,XGBoost
text__built,0.0,,tree impurity importance,XGBoost
text__britain ai,0.0,,tree impurity importance,XGBoost
text__broken,0.0,,tree impurity importance,XGBoost
text__bros,0.0,,tree impurity importance,XGBoost
text__brought,0.0,,tree impurity importance,XGBoost
text__bt,0.0,,tree impurity importance,XGBoost
text__building,0.0,,tree impurity importance,XGBoost
text__burst,0.0,,tree impurity importance,XGBoost
text__calls,0.0,,tree impurity importance,XGBoost
text__businesses,0.0,,tree impurity importance,XGBoost
text__buy,0.0,,tree impurity importance,XGBoost
text__buying,0.0,,tree impurity importance,XGBoost
text__cabinet,0.0,,tree impurity importance,XGBoost
text__called,0.0,,tree impurity importance,XGBoost
text__calling,0.0,,tree impurity importance,XGBoost
text__cloud,0.0,,tree impurity importance,XGBoost
text__code,0.0,,tree impurity importance,XGBoost
text__billions,0.0,,tree impurity importance,XGBoost
text__criminals,0.0,,tree impurity importance,XGBoost
text__critical,0.0,,tree impurity importance,XGBoost
text__critics,0.0,,tree impurity importance,XGBoost
text__critics say,0.0,,tree impurity importance,XGBoost
text__cross,0.0,,tree impurity importance,XGBoost
text__crucial,0.0,,tree impurity importance,XGBoost
text__cruise,0.0,,tree impurity importance,XGBoost
text__crypto,0.0,,tree impurity importance,XGBoost
text__cultural,0.0,,tree impurity importance,XGBoost
text__culture,0.0,,tree impurity importance,XGBoost
text__current,0.0,,tree impurity importance,XGBoost
text__customer,0.0,,tree impurity importance,XGBoost
text__customers,0.0,,tree impurity importance,XGBoost
text__cut,0.0,,tree impurity importance,XGBoost
text__cuts,0.0,,tree impurity importance,XGBoost
text__cutting,0.0,,tree impurity importance,XGBoost
text__crisis,0.0,,tree impurity importance,XGBoost
text__crimes,0.0,,tree impurity importance,XGBoost
text__cybersecurity,0.0,,tree impurity importance,XGBoost
text__crime,0.0,,tree impurity importance,XGBoost
text__covid,0.0,,tree impurity importance,XGBoost
text__crackdown,0.0,,tree impurity importance,XGBoost
text__cracking,0.0,,tree impurity importance,XGBoost
text__create ai,0.0,,tree impurity importance,XGBoost
text__create new,0.0,,tree impurity importance,XGBoost
text__created ai,0.0,,tree impurity importance,XGBoost
text__creates,0.0,,tree impurity importance,XGBoost
text__creating,0.0,,tree impurity importance,XGBoost
text__creation,0.0,,tree impurity importance,XGBoost
text__creative industries,0.0,,tree impurity importance,XGBoost
text__creatives,0.0,,tree impurity importance,XGBoost
text__creativity,0.0,,tree impurity importance,XGBoost
text__creator,0.0,,tree impurity importance,XGBoost
text__creators,0.0,,tree impurity importance,XGBoost
text__creepy,0.0,,tree impurity importance,XGBoost
text__cutting edge,0.0,,tree impurity importance,XGBoost
text__da,0.0,,tree impurity importance,XGBoost
text__collection,0.0,,tree impurity importance,XGBoost
text__dating,0.0,,tree impurity importance,XGBoost
text__david,0.0,,tree impurity importance,XGBoost
text__davos,0.0,,tree impurity importance,XGBoost
text__day,0.0,,tree impurity importance,XGBoost
text__days,0.0,,tree impurity importance,XGBoost
text__dead,0.0,,tree impurity importance,XGBoost
text__deal,0.0,,tree impurity importance,XGBoost
text__deals,0.0,,tree impurity importance,XGBoost
text__death,0.0,,tree impurity importance,XGBoost
text__debate,0.0,,tree impurity importance,XGBoost
text__decade,0.0,,tree impurity importance,XGBoost
text__decades,0.0,,tree impurity importance,XGBoost
text__decide,0.0,,tree impurity importance,XGBoost
text__decided,0.0,,tree impurity importance,XGBoost
text__decision,0.0,,tree impurity importance,XGBoost
text__decisions,0.0,,tree impurity importance,XGBoost
text__daughter,0.0,,tree impurity importance,XGBoost
text__date,0.0,,tree impurity importance,XGBoost
text__daily,0.0,,tree impurity importance,XGBoost
text__datacentres,0.0,,tree impurity importance,XGBoost
text__dall,0.0,,tree impurity importance,XGBoost
text__damage,0.0,,tree impurity importance,XGBoost
text__damaging,0.0,,tree impurity importance,XGBoost
text__danger,0.0,,tree impurity importance,XGBoost
text__dangerous,0.0,,tree impurity importance,XGBoost
text__dangers,0.0,,tree impurity importance,XGBoost
text__dangers ai,0.0,,tree impurity importance,XGBoost
text__dangers artificial,0.0,,tree impurity importance,XGBoost
text__daniel,0.0,,tree impurity importance,XGBoost
text__dark,0.0,,tree impurity importance,XGBoost
text__data ai,0.0,,tree impurity importance,XGBoost
text__data centers,0.0,,tree impurity importance,XGBoost
text__database,0.0,,tree impurity importance,XGBoost
text__datacenters,0.0,,tree impurity importance,XGBoost
text__datacentre,0.0,,tree impurity importance,XGBoost
text__coverage,0.0,,tree impurity importance,XGBoost
text__cover,0.0,,tree impurity importance,XGBoost
text__court,0.0,,tree impurity importance,XGBoost
text__companion,0.0,,tree impurity importance,XGBoost
text__company says,0.0,,tree impurity importance,XGBoost
text__compete,0.0,,tree impurity importance,XGBoost
text__competition,0.0,,tree impurity importance,XGBoost
text__complaint,0.0,,tree impurity importance,XGBoost
text__complete,0.0,,tree impurity importance,XGBoost
text__complex,0.0,,tree impurity importance,XGBoost
text__computer,0.0,,tree impurity importance,XGBoost
text__computer generated,0.0,,tree impurity importance,XGBoost
text__computer scientist,0.0,,tree impurity importance,XGBoost
text__computers,0.0,,tree impurity importance,XGBoost
text__computing,0.0,,tree impurity importance,XGBoost
text__concern,0.0,,tree impurity importance,XGBoost
text__concerned,0.0,,tree impurity importance,XGBoost
text__concerns,0.0,,tree impurity importance,XGBoost
text__concerns ai,0.0,,tree impurity importance,XGBoost
text__companions,0.0,,tree impurity importance,XGBoost
text__community,0.0,,tree impurity importance,XGBoost
text__courses,0.0,,tree impurity importance,XGBoost
text__communications,0.0,,tree impurity importance,XGBoost
text__college,0.0,,tree impurity importance,XGBoost
text__columnist,0.0,,tree impurity importance,XGBoost
text__columnist gaby,0.0,,tree impurity importance,XGBoost
text__combat,0.0,,tree impurity importance,XGBoost
text__come,0.0,,tree impurity importance,XGBoost
text__comedian,0.0,,tree impurity importance,XGBoost
text__comedy,0.0,,tree impurity importance,XGBoost
text__comes,0.0,,tree impurity importance,XGBoost
text__comments,0.0,,tree impurity importance,XGBoost
text__commercial,0.0,,tree impurity importance,XGBoost
text__commission,0.0,,tree impurity importance,XGBoost
text__commissioner,0.0,,tree impurity importance,XGBoost
text__committee,0.0,,tree impurity importance,XGBoost
text__common,0.0,,tree impurity importance,XGBoost
text__communication,0.0,,tree impurity importance,XGBoost
text__conditions,0.0,,tree impurity importance,XGBoost
text__conduct,0.0,,tree impurity importance,XGBoost
text__conference,0.0,,tree impurity importance,XGBoost
text__confident,0.0,,tree impurity importance,XGBoost
text__conversation,0.0,,tree impurity importance,XGBoost
text__conversations,0.0,,tree impurity importance,XGBoost
text__copyright law,0.0,,tree impurity importance,XGBoost
text__copyright laws,0.0,,tree impurity importance,XGBoost
text__copyrighted,0.0,,tree impurity importance,XGBoost
text__copyrighted material,0.0,,tree impurity importance,XGBoost
text__corp,0.0,,tree impurity importance,XGBoost
text__corporate,0.0,,tree impurity importance,XGBoost
text__corporations,0.0,,tree impurity importance,XGBoost
text__cost,0.0,,tree impurity importance,XGBoost
text__costs,0.0,,tree impurity importance,XGBoost
text__council,0.0,,tree impurity importance,XGBoost
text__counter,0.0,,tree impurity importance,XGBoost
text__countries,0.0,,tree impurity importance,XGBoost
text__course,0.0,,tree impurity importance,XGBoost
text__controversy,0.0,,tree impurity importance,XGBoost
text__controversial,0.0,,tree impurity importance,XGBoost
text__control,0.0,,tree impurity importance,XGBoost
text__considers,0.0,,tree impurity importance,XGBoost
text__connection,0.0,,tree impurity importance,XGBoost
text__consciousness,0.0,,tree impurity importance,XGBoost
text__consent,0.0,,tree impurity importance,XGBoost
text__consequences,0.0,,tree impurity importance,XGBoost
text__consider,0.0,,tree impurity importance,XGBoost
text__considering,0.0,,tree impurity importance,XGBoost
text__conspiracy,0.0,,tree impurity importance,XGBoost
text__contract,0.0,,tree impurity importance,XGBoost
text__construction,0.0,,tree impurity importance,XGBoost
text__consultation,0.0,,tree impurity importance,XGBoost
text__consumer,0.0,,tree impurity importance,XGBoost
text__consumers,0.0,,tree impurity importance,XGBoost
text__content,0.0,,tree impurity importance,XGBoost
text__continues,0.0,,tree impurity importance,XGBoost
text__bing,0.0,,tree impurity importance,XGBoost
text__billionaires,0.0,,tree impurity importance,XGBoost
text__decline,0.0,,tree impurity importance,XGBoost
text__ai coming,0.0,,tree impurity importance,XGBoost
text__ai copyright,0.0,,tree impurity importance,XGBoost
text__ai create,0.0,,tree impurity importance,XGBoost
text__ai da,0.0,,tree impurity importance,XGBoost
text__ai data,0.0,,tree impurity importance,XGBoost
text__ai deepfakes,0.0,,tree impurity importance,XGBoost
text__ai development,0.0,,tree impurity importance,XGBoost
text__ai driven,0.0,,tree impurity importance,XGBoost
text__ai ethics,0.0,,tree impurity importance,XGBoost
text__ai expert,0.0,,tree impurity importance,XGBoost
text__ai features,0.0,,tree impurity importance,XGBoost
text__ai film,0.0,,tree impurity importance,XGBoost
text__ai firm,0.0,,tree impurity importance,XGBoost
text__ai future,0.0,,tree impurity importance,XGBoost
text__ai generated,0.0,,tree impurity importance,XGBoost
text__ai help,0.0,,tree impurity importance,XGBoost
text__ai companies,0.0,,tree impurity importance,XGBoost
text__ai chips,0.0,,tree impurity importance,XGBoost
text__ai image,0.0,,tree impurity importance,XGBoost
text__ai chatbots,0.0,,tree impurity importance,XGBoost
text__agrees,0.0,,tree impurity importance,XGBoost
text__ahead,0.0,,tree impurity importance,XGBoost
text__ai action,0.0,,tree impurity importance,XGBoost
text__ai actor,0.0,,tree impurity importance,XGBoost
text__ai agents,0.0,,tree impurity importance,XGBoost
text__ai ai,0.0,,tree impurity importance,XGBoost
text__ai app,0.0,,tree impurity importance,XGBoost
text__ai arms,0.0,,tree impurity importance,XGBoost
text__ai art,0.0,,tree impurity importance,XGBoost
text__ai assisted,0.0,,tree impurity importance,XGBoost
text__ai based,0.0,,tree impurity importance,XGBoost
text__ai boom,0.0,,tree impurity importance,XGBoost
text__ai bot,0.0,,tree impurity importance,XGBoost
text__ai bubble,0.0,,tree impurity importance,XGBoost
text__ai changing,0.0,,tree impurity importance,XGBoost
text__ai human,0.0,,tree impurity importance,XGBoost
text__ai images,0.0,,tree impurity importance,XGBoost
text__ai weiwei,0.0,,tree impurity importance,XGBoost
text__ai risks,0.0,,tree impurity importance,XGBoost
text__ai says,0.0,,tree impurity importance,XGBoost
text__ai slop,0.0,,tree impurity importance,XGBoost
text__ai social,0.0,,tree impurity importance,XGBoost
text__ai software,0.0,,tree impurity importance,XGBoost
text__ai summit,0.0,,tree impurity importance,XGBoost
text__ai systems,0.0,,tree impurity importance,XGBoost
